"","Years.of.Driving.Experience","Number.of.Vehicles","Gender.Dummy","Married.Dummy","Vehicle.Age","Fuel.Type.Dummy","Losses","Cluster"
"8298",9,3,1,1,10,0,415,4
"8299",28,3,0,0,7,0,335,1
"8300",0,3,1,1,12,1,611,3
"8301",1,3,1,1,13,0,303,2
"8302",50,3,1,1,8,0,311,4
"8303",7,3,0,1,11,0,425,2
"8304",40,3,0,1,10,0,112,4
"8305",19,3,1,1,13,0,263,4
"8306",26,3,1,1,9,0,422,4
"8307",0,3,0,0,12,0,371,2
"8308",7,3,1,0,12,0,140,2
"8309",1,3,1,1,7,1,1005,3
"8310",7,3,0,1,15,0,358,2
"8311",8,3,0,1,11,1,561,3
"8312",49,3,0,0,6,0,300,1
"8313",22,3,0,1,5,1,506,3
"8314",38,3,1,0,0,1,529,3
"8315",0,3,1,1,11,1,942,3
"8316",44,3,0,0,12,0,74,1
"8317",19,3,1,0,3,1,522,3
"8318",30,3,1,1,10,0,434,4
"8319",40,3,1,1,12,0,248,4
"8320",17,3,1,0,7,0,325,1
"8321",12,3,0,1,9,0,377,4
"8322",40,3,1,1,3,1,600,3
"8323",51,3,1,1,3,1,626,3
"8324",2,3,0,0,10,0,474,2
"8325",12,3,0,1,6,0,440,4
"8326",46,3,1,1,7,0,292,4
"8327",38,3,1,0,11,0,236,1
"8328",2,3,1,0,8,1,540,3
"8329",43,3,1,1,14,0,298,4
"8330",6,3,1,0,12,1,538,3
"8331",18,3,0,1,14,0,350,4
"8332",0,3,0,0,11,0,359,2
"8333",1,3,0,0,12,0,349,2
"8334",1,3,0,0,13,0,203,2
"8335",4,3,0,0,11,0,261,2
"8336",0,3,1,0,11,0,367,2
"8337",44,3,1,1,9,0,301,4
"8338",2,3,0,0,0,0,390,2
"8339",47,3,1,0,0,0,78,1
"8340",11,3,0,0,7,0,334,2
"8341",37,3,1,0,11,0,142,1
"8342",20,3,0,0,4,0,356,1
"8343",7,3,0,0,8,0,369,2
"8344",40,3,0,0,7,0,291,1
"8345",3,3,0,0,14,0,232,2
"8346",0,3,1,1,6,1,1048,3
"8347",45,3,0,0,10,0,201,1
"8348",0,3,1,1,11,1,911,3
"8349",1,3,0,0,10,0,402,2
"8350",30,3,1,1,5,1,529,3
"8351",5,3,1,0,13,0,412,2
"8352",2,3,1,0,10,1,542,3
"8353",43,3,0,0,9,0,132,1
"8354",10,3,0,0,7,0,362,2
"8355",6,3,0,1,6,0,427,4
"8356",48,3,1,0,6,0,61,1
"8357",27,3,0,0,10,0,343,1
"8358",52,3,1,0,10,0,368,1
"8359",32,3,1,1,7,0,437,4
"8360",47,3,0,0,3,0,87,1
"8361",4,3,1,1,14,1,638,3
"8362",4,3,1,0,13,0,162,2
"8363",48,3,1,0,10,0,185,1
"8364",1,3,0,1,0,1,1486,3
"8365",3,3,1,1,9,1,744,3
"8366",4,3,1,1,15,1,879,3
"8367",4,3,0,1,15,1,589,3
"8368",41,3,0,0,13,0,17,1
"8369",40,3,1,0,3,0,471,1
"8370",7,3,0,0,11,0,309,2
"8371",29,3,0,1,14,0,252,4
"8372",33,3,0,1,7,0,437,4
"8373",0,3,0,0,6,0,406,2
"8374",41,3,1,1,10,0,174,4
"8375",4,3,0,1,3,1,1289,3
"8376",2,3,0,0,13,0,395,2
"8377",21,3,0,1,13,0,451,4
"8378",51,3,1,1,13,0,156,4
"8379",36,3,1,1,12,0,405,4
"8380",45,3,0,1,15,0,18,4
"8381",4,3,1,1,12,0,421,2
"8382",6,3,1,0,13,0,344,2
"8383",38,3,0,1,6,0,371,4
"8384",0,3,1,1,13,0,461,2
"8385",24,3,0,1,11,0,238,4
"8386",37,3,1,0,8,0,369,1
"8387",39,3,1,1,4,0,273,4
"8388",12,3,1,1,7,1,517,3
"8389",0,3,1,1,14,0,435,2
"8390",8,3,0,0,15,0,197,2
"8391",6,3,0,1,6,0,345,4
"8392",46,3,1,1,2,1,823,3
"8393",51,3,0,0,9,0,63,1
"8394",51,3,1,1,0,1,579,3
"8395",7,3,1,1,12,1,511,3
"8396",33,3,1,1,0,1,632,3
"8397",40,3,0,1,2,0,125,4
"8398",16,3,0,0,9,0,370,2
"8399",48,3,0,1,13,0,236,4
"8400",16,3,0,1,5,1,656,3
"8401",2,3,1,0,6,1,529,3
"8402",5,3,1,1,14,1,537,3
"8403",31,3,0,1,7,0,405,4
"8404",20,3,0,1,4,1,592,3
"8405",41,3,1,1,9,0,135,4
"8406",3,3,0,1,6,1,529,3
"8407",3,3,0,1,14,0,345,2
"8408",45,3,0,0,0,0,120,1
"8409",45,3,1,0,2,0,64,1
"8410",45,3,1,0,9,0,266,1
"8411",30,3,1,1,11,0,169,4
"8412",39,3,0,1,13,0,206,4
"8413",0,3,1,1,11,1,632,3
"8414",5,3,1,0,0,1,1250,3
"8415",7,3,0,0,0,0,318,1
"8416",23,3,0,0,9,0,315,2
"8417",6,3,1,0,8,0,435,2
"8418",47,3,1,1,7,0,134,4
"8419",0,3,1,1,10,1,972,3
"8420",47,3,0,0,5,0,443,1
"8421",44,3,0,0,8,0,316,1
"8422",22,3,1,1,6,0,439,4
"8423",44,3,1,0,9,0,338,1
"8424",3,3,0,1,12,0,201,2
"8425",0,3,0,1,6,0,491,2
"8426",39,3,1,1,7,0,196,4
"8427",1,3,0,0,12,0,176,2
"8428",44,3,0,0,13,0,182,1
"8429",1,3,0,1,13,0,187,2
"8430",23,3,0,0,7,0,345,1
"8431",0,3,1,0,11,0,465,2
"8432",6,3,1,0,2,1,655,3
"8433",46,3,0,0,10,0,268,1
"8434",42,3,0,1,12,0,185,4
"8435",16,3,0,0,11,0,178,2
"8436",26,3,0,1,3,1,706,3
"8437",52,3,1,0,0,0,236,1
"8438",20,3,0,0,2,1,640,3
"8439",6,3,0,1,9,1,686,3
"8440",44,3,0,1,9,0,131,4
"8441",44,3,0,0,2,0,285,1
"8442",16,3,0,0,5,0,408,1
"8443",33,3,0,0,15,0,282,2
"8444",27,3,1,0,0,0,423,1
"8445",39,3,1,0,2,1,713,3
"8446",28,3,1,1,8,0,489,4
"8447",19,3,1,1,6,0,398,4
"8448",51,3,0,0,10,0,174,1
"8449",9,3,0,1,12,0,180,2
"8450",50,3,0,1,0,0,440,4
"8451",0,3,1,1,12,1,773,3
"8452",2,3,0,1,6,1,793,3
"8453",43,3,1,0,2,0,259,1
"8454",48,3,1,0,9,0,185,1
"8455",27,3,0,1,7,0,376,4
"8456",40,3,1,1,15,0,28,4
"8457",24,3,1,1,11,0,412,4
"8458",47,3,1,0,12,0,86,1
"8459",20,3,1,0,13,0,360,2
"8460",9,3,0,1,9,0,425,2
"8461",48,3,1,0,10,0,33,1
"8462",38,3,0,0,7,0,302,1
"8463",52,3,1,0,6,0,272,1
"8464",20,3,1,1,12,0,225,4
"8465",33,3,1,1,7,0,475,4
"8466",3,3,1,0,6,1,623,3
"8467",47,3,1,1,8,0,151,4
"8468",25,3,0,0,12,0,329,2
"8469",1,3,1,0,7,0,372,2
"8470",15,3,1,0,15,0,305,2
"8471",11,3,0,0,3,0,443,2
"8472",1,3,0,0,14,0,122,2
"8473",26,3,0,0,2,1,573,3
"8474",25,3,1,1,7,0,427,4
"8475",27,3,1,0,14,0,156,1
"8476",7,3,0,0,14,0,294,2
"8477",21,3,0,1,7,0,426,4
"8478",0,3,0,1,7,1,749,3
"8479",28,3,1,0,8,0,421,1
"8480",48,3,1,1,7,0,115,4
"8481",1,3,0,1,13,0,495,2
"8482",20,3,1,0,2,1,554,3
"8483",21,3,1,1,8,1,512,3
"8484",48,3,0,1,4,1,567,3
"8485",5,3,0,0,3,1,599,3
"8486",16,3,1,0,5,0,393,1
"8487",0,3,0,0,7,0,408,2
"8488",23,3,0,1,9,0,361,4
"8489",50,3,1,1,7,0,43,4
"8490",49,3,1,1,13,0,97,4
"8491",37,3,0,0,14,0,137,1
"8492",45,3,1,1,1,0,484,4
"8493",17,3,0,0,7,0,333,2
"8494",21,3,0,1,9,0,392,4
"8495",50,3,0,0,6,0,31,1
"8496",43,3,0,0,15,0,26,1
"8497",1,3,0,0,8,0,290,2
"8498",50,3,1,1,4,0,79,4
"8499",26,3,0,0,12,0,225,2
"8500",0,3,0,1,7,1,727,3
"8501",50,3,1,1,7,0,228,4
"8502",39,3,1,0,0,0,208,1
"8503",17,3,0,0,9,0,328,2
"8504",0,3,1,0,12,0,174,2
"8505",3,3,1,1,8,1,1309,3
"8506",23,3,0,0,0,1,503,3
"8507",0,3,1,0,13,0,326,2
"8508",11,3,0,1,9,0,441,4
"8509",6,3,1,0,2,1,618,3
"8510",46,3,1,0,12,0,105,1
"8511",13,3,1,0,9,0,375,2
"8512",19,3,0,1,9,0,359,4
"8513",0,3,1,0,14,1,606,3
"8514",49,3,0,0,6,0,135,1
"8515",11,3,1,0,1,0,488,1
"8516",15,3,1,0,9,0,358,2
"8517",25,3,1,0,6,0,408,1
"8518",5,3,0,1,9,1,769,3
"8519",48,3,0,1,5,0,414,4
"8520",18,3,1,1,8,0,418,4
"8521",0,3,1,0,15,1,727,3
"8522",50,3,1,1,13,0,175,4
"8523",6,3,0,1,13,0,165,2
"8524",48,3,1,1,14,0,413,4
"8525",45,3,1,0,11,0,139,1
"8526",8,3,0,0,12,0,143,2
"8527",6,3,1,1,13,1,938,3
"8528",1,3,0,1,14,1,644,3
"8529",3,3,0,1,11,1,592,3
"8530",23,3,1,0,8,0,319,1
"8531",46,3,0,0,3,0,149,1
"8532",29,3,1,1,15,0,279,4
"8533",48,3,0,0,5,0,38,1
"8534",0,3,0,1,14,1,677,3
"8535",4,3,0,1,15,1,525,3
"8536",18,3,0,1,11,0,195,4
"8537",4,3,0,0,12,0,377,2
"8538",24,3,0,1,11,0,241,4
"8539",46,3,1,1,0,0,252,4
"8540",35,3,0,0,9,0,319,1
"8541",0,3,0,0,6,0,290,2
"8542",47,3,0,1,3,0,72,4
"8543",24,3,0,1,3,1,517,3
"8544",48,3,1,0,1,0,69,1
"8545",0,3,1,0,14,0,202,2
"8546",8,3,1,1,13,1,733,3
"8547",44,3,1,0,1,1,566,3
"8548",43,3,1,0,9,0,36,1
"8549",41,3,0,0,3,0,178,1
"8550",6,3,1,1,5,1,997,3
"8551",8,3,1,0,13,0,152,2
"8552",26,3,1,1,10,0,454,4
"8553",46,3,0,0,5,0,321,1
"8554",3,3,1,0,6,1,682,3
"8555",47,3,0,0,9,0,333,1
"8556",10,3,0,1,9,0,419,4
"8557",48,3,0,1,11,0,77,4
"8558",14,3,0,0,6,0,325,2
"8559",48,3,0,1,8,0,343,4
"8560",22,3,1,0,10,0,354,1
"8561",20,3,0,0,10,0,309,2
"8562",41,3,1,0,10,0,62,1
"8563",48,3,1,1,7,0,159,4
"8564",45,3,0,1,11,0,32,4
"8565",41,3,1,0,2,0,459,1
"8566",6,3,0,1,8,1,527,3
"8567",0,3,1,0,12,0,188,2
"8568",31,3,1,1,10,0,431,4
"8569",3,3,1,0,15,1,556,3
"8570",53,3,0,1,2,0,235,4
"8571",38,3,1,1,1,1,581,3
"8572",15,3,0,0,9,0,345,2
"8573",47,3,1,0,6,0,316,1
"8574",48,3,1,1,4,1,786,3
"8575",6,3,0,1,13,0,397,2
"8576",43,3,1,0,10,0,102,1
"8577",0,3,0,0,11,0,380,2
"8578",6,3,1,0,14,0,223,2
"8579",5,3,0,0,13,0,297,2
"8580",46,3,0,0,14,0,247,1
"8581",0,3,0,0,12,0,145,2
"8582",0,3,0,1,11,0,283,2
"8583",19,3,1,0,12,0,312,2
"8584",25,3,1,1,15,0,167,4
"8585",7,3,1,1,7,1,1068,3
"8586",45,3,0,1,4,0,482,4
"8587",38,3,0,1,6,0,408,4
"8588",50,3,1,1,5,1,612,3
"8589",41,3,1,0,12,0,104,1
"8590",8,3,1,1,14,1,1041,3
"8591",20,3,0,1,9,0,356,4
"8592",8,3,1,1,8,0,425,4
"8593",31,3,0,0,6,0,310,1
"8594",34,3,0,0,6,0,325,1
"8595",50,3,1,1,3,1,694,3
"8596",38,3,1,0,12,0,160,1
"8597",27,3,1,1,11,0,380,4
"8598",29,3,0,1,2,0,495,4
"8599",18,3,1,0,1,1,641,3
"8600",0,3,1,1,10,1,838,3
"8601",34,3,0,1,10,0,344,4
"8602",19,3,1,0,8,0,378,1
"8603",37,3,0,1,14,0,237,4
"8604",0,3,1,0,12,0,329,2
"8605",35,3,0,1,11,0,249,4
"8606",47,3,1,0,10,0,170,1
"8607",25,3,1,1,11,0,185,4
"8608",25,3,1,1,10,0,406,4
"8609",24,3,1,0,6,0,377,1
"8610",44,3,0,0,6,0,54,1
"8611",23,3,1,0,13,0,283,2
"8612",40,3,0,0,6,0,259,1
"8613",7,3,0,0,8,0,228,2
"8614",2,3,0,0,13,0,114,2
"8615",8,3,0,0,15,0,296,2
"8616",5,3,1,0,14,0,138,2
"8617",10,3,1,1,7,0,450,4
"8618",43,3,0,1,2,0,466,4
"8619",2,3,0,1,13,1,526,3
"8620",44,3,1,0,11,0,198,1
"8621",0,3,0,1,14,0,247,2
"8622",0,3,1,1,13,1,550,3
"8623",4,3,1,1,11,1,695,3
"8624",42,3,0,1,0,1,639,3
"8625",48,3,0,1,10,0,75,4
"8626",32,3,0,1,11,0,262,4
"8627",48,3,0,1,13,0,59,4
"8628",51,3,1,1,6,0,199,4
"8629",43,3,1,1,8,0,473,4
"8630",6,3,1,0,7,1,586,3
"8631",10,3,0,0,11,0,250,2
"8632",13,3,0,0,10,0,317,2
"8633",18,3,0,1,1,1,625,3
"8634",50,3,1,1,14,0,234,4
"8635",35,3,0,0,6,0,317,1
"8636",0,3,1,1,10,1,658,3
"8637",2,3,0,0,9,0,273,2
"8638",19,3,1,1,10,0,495,4
"8639",42,3,1,1,2,0,406,4
"8640",24,3,1,0,7,0,414,1
"8641",0,3,0,1,11,1,677,3
"8642",44,3,1,0,13,0,18,1
"8643",44,3,0,0,4,0,494,1
"8644",22,3,1,0,5,0,411,1
"8645",32,3,1,0,4,1,702,3
"8646",7,3,0,0,12,0,109,2
"8647",6,3,1,1,13,0,471,2
"8648",0,3,0,1,1,1,733,3
"8649",51,3,0,1,5,0,418,4
"8650",0,3,1,0,4,1,1157,3
"8651",37,3,1,0,6,0,344,1
"8652",13,3,0,0,3,0,379,1
"8653",42,3,1,0,3,0,116,1
"8654",0,3,1,1,11,1,1045,3
"8655",2,3,0,1,11,1,506,3
"8656",30,3,1,0,6,0,368,1
"8657",46,3,0,0,5,0,261,1
"8658",0,3,1,1,15,0,356,2
"8659",23,3,1,0,8,0,395,1
"8660",22,3,0,0,2,0,391,1
"8661",20,3,0,0,8,0,337,2
"8662",25,3,0,1,1,1,530,3
"8663",42,3,1,0,13,0,178,1
"8664",17,3,1,1,15,0,343,4
"8665",41,3,1,1,10,0,481,4
"8666",21,3,1,0,6,0,355,1
"8667",21,3,1,0,2,0,390,1
"8668",23,3,1,0,12,0,356,2
"8669",0,3,0,0,13,0,104,2
"8670",11,3,1,1,8,0,438,4
"8671",0,3,1,1,13,1,620,3
"8672",29,3,0,0,10,0,310,1
"8673",0,3,1,0,14,1,642,3
"8674",1,3,1,0,15,0,244,2
"8675",17,3,1,0,5,1,533,3
"8676",10,3,0,0,12,0,315,2
"8677",23,3,0,0,7,0,358,1
"8678",2,3,0,0,11,0,137,2
"8679",0,3,0,1,11,1,582,3
"8680",39,3,0,1,14,0,271,4
"8681",7,3,0,1,13,0,356,2
"8682",27,3,1,1,3,1,807,3
"8683",9,3,0,1,10,0,470,2
"8684",3,3,0,0,13,0,462,2
"8685",0,3,1,0,1,1,1502,3
"8686",1,3,1,0,5,1,642,3
"8687",0,3,0,0,11,0,334,2
"8688",42,3,1,0,14,0,217,1
"8689",21,3,0,0,14,0,213,2
"8690",2,3,1,1,15,0,470,2
"8691",43,3,1,0,12,0,25,1
"8692",37,3,0,1,9,0,377,4
"8693",15,3,0,0,8,0,320,2
"8694",2,3,1,1,15,1,673,3
"8695",42,3,1,0,14,0,78,1
"8696",7,3,0,0,10,0,476,2
"8697",38,3,0,0,8,0,331,1
"8698",4,3,0,1,11,0,281,2
"8699",19,3,0,1,9,0,354,4
"8700",36,3,0,1,3,1,673,3
"8701",6,3,0,0,12,0,363,2
"8702",6,3,1,1,12,0,388,2
"8703",25,3,0,1,8,0,310,4
"8704",7,3,1,1,12,0,368,2
"8705",37,3,1,1,8,1,540,3
"8706",43,3,1,1,9,0,250,4
"8707",10,3,0,1,11,0,411,2
"8708",48,3,1,1,8,0,362,4
"8709",28,3,0,0,5,1,546,3
"8710",21,3,1,1,9,0,499,4
"8711",48,3,0,0,8,0,50,1
"8712",47,3,1,1,7,0,432,4
"8713",1,3,1,1,4,1,1091,3
"8714",29,3,1,1,4,1,938,3
"8715",45,3,1,1,9,0,215,4
"8716",46,3,1,0,13,0,152,1
"8717",9,3,0,0,8,0,303,2
"8718",52,3,1,0,12,0,269,1
"8719",8,3,0,0,10,0,325,2
"8720",0,3,1,0,6,0,482,2
"8721",8,3,0,0,12,0,183,2
"8722",37,3,1,0,6,0,394,1
"8723",19,3,0,0,7,0,316,1
"8724",33,3,0,0,6,0,314,1
"8725",16,3,1,0,6,0,373,1
"8726",47,3,1,0,2,0,215,1
"8727",4,3,0,1,13,0,262,2
"8728",2,3,0,0,15,0,295,2
"8729",0,3,1,1,8,1,1243,3
"8730",39,3,0,1,15,0,397,4
"8731",6,3,1,1,12,0,358,2
"8732",17,3,0,0,7,0,337,2
"8733",11,3,0,0,10,0,282,2
"8734",20,3,1,1,4,1,748,3
"8735",14,3,0,1,8,0,411,4
"8736",46,3,0,1,8,0,99,4
"8737",8,3,1,0,12,0,278,2
"8738",0,3,0,1,11,1,585,3
"8739",36,3,1,1,13,0,345,4
"8740",47,3,1,1,11,0,151,4
"8741",50,3,0,0,3,0,101,1
"8742",36,3,1,0,9,0,381,1
"8743",5,3,1,1,14,1,693,3
"8744",9,3,0,1,4,1,709,3
"8745",0,3,0,1,14,0,301,2
"8746",2,3,0,0,12,0,372,2
"8747",6,3,1,1,13,1,903,3
"8748",13,3,1,1,2,1,897,3
"8749",13,3,1,1,7,1,514,3
"8750",40,3,1,1,12,0,27,4
"8751",34,3,0,1,9,0,333,4
"8752",4,3,0,1,14,0,347,2
"8753",5,3,0,1,15,1,672,3
"8754",51,3,1,1,13,0,244,4
"8755",49,3,0,1,9,0,163,4
"8756",50,3,0,0,8,0,285,1
"8757",52,3,0,1,8,0,191,4
"8758",30,3,0,1,8,0,465,4
"8759",27,3,1,0,9,0,388,1
"8760",0,3,0,1,15,1,588,3
"8761",40,3,1,0,2,0,417,1
"8762",45,3,1,0,15,0,31,1
"8763",19,3,0,0,14,0,251,2
"8764",8,3,0,0,1,1,638,3
"8765",3,3,1,0,7,1,541,3
"8766",33,3,1,1,8,0,476,4
"8767",8,3,0,0,15,0,313,2
"8768",22,3,1,0,15,0,299,2
"8769",8,3,0,0,13,0,299,2
"8770",0,3,0,1,14,0,310,2
"8771",20,3,0,0,7,0,284,1
"8772",49,3,0,1,4,1,580,3
"8773",23,3,0,0,1,0,425,1
"8774",43,3,1,1,14,0,337,4
"8775",2,3,0,1,14,0,351,2
"8776",27,3,0,0,9,0,348,1
"8777",20,3,0,0,9,0,348,2
"8778",43,3,1,0,6,0,267,1
"8779",3,3,0,0,13,0,223,2
"8780",0,3,1,1,14,0,498,2
"8781",22,3,1,1,3,1,960,3
"8782",33,3,0,0,15,0,258,2
"8783",0,3,1,0,4,1,788,3
"8784",5,3,0,1,15,1,745,3
"8785",33,3,1,0,6,0,398,1
"8786",44,3,1,1,13,0,317,4
"8787",14,3,1,0,3,1,594,3
"8788",0,3,1,0,13,1,630,3
"8789",47,3,0,1,9,0,277,4
"8790",3,3,1,1,15,1,769,3
"8791",50,3,0,1,15,0,119,4
"8792",40,3,1,0,1,0,318,1
"8793",51,3,1,1,10,0,283,4
"8794",35,3,0,0,9,0,314,1
"8795",48,3,1,0,10,0,164,1
"8796",0,3,0,0,13,0,347,2
"8797",42,3,1,1,7,0,67,4
"8798",34,3,0,1,3,0,460,4
"8799",47,3,1,0,0,1,536,3
"8800",49,3,0,1,7,0,64,4
"8801",2,3,0,1,13,1,861,3
"8802",10,3,1,0,7,0,345,2
"8803",15,3,1,1,5,1,523,3
"8804",1,3,0,0,15,0,321,2
"8805",22,3,0,1,12,0,200,4
"8806",3,3,1,1,12,1,728,3
"8807",8,3,0,1,6,0,484,4
"8808",34,3,1,0,9,0,430,1
"8809",50,3,0,1,10,0,197,4
"8810",18,3,0,0,11,0,121,2
"8811",41,3,0,0,13,0,20,1
"8812",51,3,1,1,8,0,190,4
"8813",47,3,0,0,12,0,175,1
"8814",45,3,0,1,1,0,186,4
"8815",28,3,1,1,14,0,223,4
"8816",4,3,0,1,14,0,398,2
"8817",19,3,0,0,8,0,338,2
"8818",42,3,1,0,0,0,289,1
"8819",46,3,0,0,7,0,226,1
"8820",23,3,1,0,7,0,357,1
"8821",0,3,1,0,6,1,539,3
"8822",0,3,1,0,15,0,322,2
"8823",45,3,0,1,10,0,147,4
"8824",0,3,1,1,9,1,1154,3
"8825",30,3,0,1,7,0,430,4
"8826",13,3,0,1,14,0,275,2
"8827",35,3,1,1,9,0,440,4
"8828",17,3,1,1,2,1,630,3
"8829",45,3,1,1,9,0,396,4
"8830",48,3,0,0,3,0,66,1
"8831",47,3,1,1,3,1,599,3
"8832",5,3,1,0,11,0,150,2
"8833",0,3,1,1,2,1,1802,3
"8834",52,3,1,1,13,0,118,4
"8835",36,3,0,0,5,1,555,3
"8836",44,3,1,0,10,0,112,1
"8837",13,3,1,0,8,0,385,2
"8838",9,3,0,0,8,0,327,2
"8839",8,3,1,1,12,0,299,2
"8840",16,3,0,0,7,0,351,2
"8841",40,3,0,0,11,0,173,1
"8842",31,3,0,1,5,0,373,4
"8843",13,3,0,1,13,0,391,2
"8844",52,3,1,1,11,0,179,4
"8845",44,3,0,1,6,0,280,4
"8846",6,3,1,1,15,1,592,3
"8847",0,3,1,0,15,0,361,2
"8848",7,3,0,0,8,0,367,2
"8849",48,3,1,1,1,1,576,3
"8850",31,3,1,0,1,1,588,3
"8851",1,3,1,1,15,1,568,3
"8852",0,3,1,1,12,1,809,3
"8853",49,3,0,0,0,0,354,1
"8854",30,3,0,0,8,0,308,1
"8855",0,3,1,0,14,0,317,2
"8856",4,3,1,0,11,1,544,3
"8857",22,3,1,0,7,0,377,1
"8858",1,3,1,0,11,0,207,2
"8859",42,3,0,0,1,0,240,1
"8860",29,3,0,0,15,0,252,2
"8861",15,3,0,0,9,0,357,2
"8862",43,3,0,1,8,0,264,4
"8863",40,3,0,0,5,0,48,1
"8864",1,3,0,0,6,0,319,2
"8865",27,3,0,1,8,0,396,4
"8866",49,3,1,0,6,0,333,1
"8867",3,3,1,1,13,1,742,3
"8868",49,3,1,0,11,0,55,1
"8869",0,3,0,0,1,1,691,3
"8870",45,3,1,0,1,0,408,1
"8871",7,3,1,1,13,0,461,2
"8872",14,3,1,0,7,0,326,1
"8873",15,3,0,0,1,0,474,1
"8874",40,3,1,1,2,1,581,3
"8875",51,3,1,1,6,0,360,4
"8876",12,3,0,1,4,1,535,3
"8877",19,3,1,1,10,0,417,4
"8878",51,3,0,1,2,1,660,3
"8879",0,3,0,1,8,1,551,3
"8880",8,3,0,0,5,0,453,2
"8881",40,3,1,0,8,0,149,1
"8882",34,3,0,1,15,0,284,4
"8883",4,3,0,1,9,0,485,2
"8884",13,3,0,0,1,1,525,3
"8885",12,3,1,0,9,0,384,2
"8886",25,3,1,1,13,0,191,4
"8887",49,3,0,1,1,0,392,4
"8888",47,3,1,1,6,0,424,4
"8889",2,3,1,1,9,1,1287,3
"8890",6,3,1,1,11,0,331,2
"8891",50,3,0,1,6,0,70,4
"8892",50,3,0,0,2,0,204,1
"8893",22,3,1,1,10,0,471,4
"8894",4,3,0,1,13,0,198,2
"8895",5,3,1,1,0,1,1157,3
"8896",32,3,1,1,14,0,340,4
"8897",38,3,0,0,9,0,289,1
"8898",41,3,1,1,13,0,351,4
"8899",25,3,1,1,6,1,519,3
"8900",9,3,0,0,4,1,568,3
"8901",0,3,1,0,11,0,290,2
"8902",7,3,1,0,10,0,407,2
"8903",42,3,0,0,1,0,162,1
"8904",21,3,1,1,6,0,470,4
"8905",5,3,0,0,7,0,252,2
"8906",7,3,0,0,8,0,323,2
"8907",49,3,1,0,10,0,202,1
"8908",20,3,0,0,9,0,349,2
"8909",7,3,1,0,15,0,415,2
"8910",0,3,1,0,13,0,262,2
"8911",23,3,1,0,11,0,162,1
"8912",2,3,0,0,2,1,591,3
"8913",2,3,0,1,12,1,615,3
"8914",48,3,0,0,7,0,214,1
"8915",12,3,0,1,3,1,518,3
"8916",30,3,1,0,4,0,440,1
"8917",31,3,0,0,14,0,309,2
"8918",11,3,1,1,6,0,445,4
"8919",31,3,1,0,11,0,135,1
"8920",44,3,1,1,13,0,251,4
"8921",26,3,1,1,14,0,222,4
"8922",46,3,0,0,3,0,257,1
"8923",1,3,0,1,14,0,319,2
"8924",35,3,1,1,9,0,458,4
"8925",0,3,0,1,12,0,429,2
"8926",3,3,1,1,14,0,432,2
"8927",36,3,1,1,10,0,411,4
"8928",52,3,1,0,10,0,239,1
"8929",8,3,0,0,13,0,175,2
"8930",46,3,0,1,2,0,442,4
"8931",19,3,1,1,9,0,484,4
"8932",28,3,1,0,0,1,564,3
"8933",3,3,0,1,11,0,353,2
"8934",21,3,1,0,13,0,255,2
"8935",6,3,1,0,14,0,399,2
"8936",21,3,0,0,2,0,364,1
"8937",16,3,1,0,15,0,385,2
"8938",0,3,0,0,15,0,145,2
"8939",41,3,0,1,6,0,468,4
"8940",44,3,1,0,8,0,35,1
"8941",7,3,1,1,14,0,443,2
"8942",8,3,1,0,11,0,278,2
"8943",1,3,0,1,14,1,690,3
"8944",40,3,1,0,9,0,381,1
"8945",10,3,0,0,6,0,310,2
"8946",24,3,1,0,8,0,320,1
"8947",28,3,0,1,8,0,451,4
"8948",31,3,0,0,0,0,460,1
"8949",0,3,0,0,2,0,458,2
"8950",6,3,1,0,12,0,382,2
"8951",47,3,0,0,9,0,117,1
"8952",6,3,0,0,13,0,256,2
"8953",45,3,0,1,15,0,122,4
"8954",3,3,1,1,12,1,538,3
"8955",40,3,1,0,8,0,395,1
"8956",33,3,1,1,5,1,531,3
"8957",49,3,1,1,10,0,427,4
"8958",38,3,1,1,15,0,289,4
"8959",3,3,1,1,11,1,743,3
"8960",24,3,1,0,11,0,340,1
"8961",1,3,0,0,14,0,278,2
"8962",18,3,1,1,6,1,501,3
"8963",45,3,1,1,14,0,21,4
"8964",25,3,1,0,0,0,361,1
"8965",10,3,1,0,13,0,285,2
"8966",25,3,1,0,14,0,252,2
"8967",47,3,0,0,0,0,293,1
"8968",0,3,1,0,11,0,316,2
"8969",8,3,0,0,14,0,151,2
"8970",8,3,0,1,1,1,1355,3
"8971",41,3,0,1,0,0,259,4
"8972",16,3,0,0,15,0,299,2
"8973",16,3,1,0,11,0,286,2
"8974",38,3,1,0,9,0,396,1
"8975",47,3,1,0,6,0,35,1
"8976",46,3,0,1,14,0,132,4
"8977",4,3,1,0,14,0,419,2
"8978",24,3,0,0,11,0,336,2
"8979",25,3,0,1,3,1,618,3
"8980",41,3,1,1,7,0,404,4
"8981",8,3,1,0,9,0,347,2
"8982",28,3,0,1,14,0,320,4
"8983",50,3,1,0,11,0,64,1
"8984",0,3,1,1,15,1,516,3
"8985",6,3,1,0,11,0,201,2
"8986",17,3,1,0,10,0,330,2
"8987",27,3,1,0,4,1,593,3
"8988",0,3,0,0,11,0,278,2
"8989",49,3,1,0,1,0,311,1
"8990",19,3,0,0,10,0,369,2
"8991",6,3,0,0,9,1,511,3
"8992",50,3,1,1,9,0,109,4
